numObj,10
rangeIdx,[12 12 13 12 12 13 12 13 14 14]
range,"[0.5625   0.5625   0.609375 0.5625   0.5625   0.609375 0.5625   0.609375
 0.65625  0.65625 ]"
dopplerIdx,[ 0  1  1  2 -2 -2 -1 -1 -1 -1]
doppler,"[ 0.          0.12526054  0.12526054  0.25052108 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054 -0.12526054]"
peakVal,[ 6 24 18  8 12  8 35 25 11  9]
x,"[0.22851562 0.2109375  0.24804688 0.24609375 0.24609375 0.24804688
 0.24609375 0.26757812 0.57421875 0.18554688]"
y,"[0.51367188 0.51367188 0.55664062 0.49414062 0.50585938 0.54882812
 0.50585938 0.54492188 0.         0.43945312]"
z,"[ 0.03515625  0.08984375 -0.00195312  0.10742188 -0.01953125 -0.08984375
  0.02148438 -0.04882812 -0.40429688 -0.45117188]"
