numObj,2
rangeIdx,[55 56]
range,[2.578125 2.625   ]
dopplerIdx,[1 1]
doppler,[0.12526054 0.12526054]
peakVal,[11 10]
x,[0.         0.08203125]
y,[2.57421875 2.59179688]
z,[0.13476562 0.40820312]
