frame,x,y,z
0,"[-0.01367188 -0.02929688 -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.07617188
  0.04882812]","[0.02734375 0.03320312 0.02734375 0.80078125 0.02929688 0.03320312
 0.         0.0234375  0.01757812 0.046875   0.00585938 0.015625
 0.06445312 0.         0.         0.06445312 0.00976562 0.
 0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.69335938 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125  0.01367188  0.01171875  0.08398438  0.00976562  0.
  0.08007812]"
1,"[-0.01367188 -0.02929688 -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438  0.         -0.03515625
 -0.07421875  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04882812]","[0.02734375 0.03320312 0.02734375 0.79101562 0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.04882812 0.73828125 0.00585938
 0.015625   0.06445312 0.         0.         0.06445312 0.00976562
 0.         0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.703125   -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062 -0.75976562  0.01171875
  0.00976562  0.08203125  0.01367188  0.01171875  0.08398438  0.00976562
  0.          0.08007812]"
2,"[-0.01367188 -0.02929688 -0.05273438  0.          0.         -0.01367188
 -0.03125    -0.05664062  0.         -0.01367188 -0.02929688 -0.05273438
 -0.03515625 -0.07421875  0.046875   -0.37695312 -0.03710938 -0.07617188
  0.04296875 -0.03515625 -0.07617188  0.04882812]","[0.02734375 0.03320312 0.02734375 0.78515625 0.8359375  0.02929688
 0.03515625 0.         0.83789062 0.0234375  0.01757812 0.04882812
 0.00585938 0.015625   0.06445312 0.98828125 0.         0.
 0.06445312 0.00976562 0.         0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.7109375  -0.7109375  -0.01953125
 -0.06054688  0.1015625  -0.64648438 -0.02539062 -0.06835938  0.08789062
  0.01171875  0.00976562  0.08203125  0.2890625   0.01367188  0.01171875
  0.08398438  0.00976562  0.          0.08007812]"
3,"[-0.01367188 -0.02929688 -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.36328125 -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04882812]","[0.02734375 0.03320312 0.02734375 0.78125    0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.04882812 0.00585938 0.015625
 0.06445312 0.953125   0.         0.         0.06445312 0.00976562
 0.         0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.71679688 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125  0.28320312  0.01367188  0.01171875  0.08398438  0.00976562
  0.          0.08007812]"
4,"[-0.01367188 -0.02929688 -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438  0.         -0.03515625
 -0.07421875  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04882812]","[0.02734375 0.03320312 0.02734375 0.78320312 0.02929688 0.03515625
 0.         0.0234375  0.015625   0.046875   0.70898438 0.00585938
 0.015625   0.06445312 0.         0.         0.06445312 0.00976562
 0.         0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.71289062 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062 -0.78710938  0.01171875
  0.00976562  0.08203125  0.01367188  0.01171875  0.08398438  0.00976562
  0.          0.08007812]"
5,"[-0.01367188 -0.02929688 -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.07617188
  0.04882812]","[0.02734375 0.03320312 0.02734375 0.77929688 0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.04882812 0.00585938 0.015625
 0.06445312 0.         0.         0.06445312 0.00976562 0.
 0.0625    ]","[-0.0234375  -0.0625      0.09570312 -0.71875    -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125  0.01367188  0.01171875  0.08398438  0.00976562  0.
  0.08007812]"
6,"[-0.01367188 -0.03125    -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875    0.62890625 -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04882812]","[0.02734375 0.02148438 0.02734375 0.75390625 0.02929688 0.03320312
 0.         0.0234375  0.01757812 0.04882812 0.00585938 0.015625
 0.06445312 0.84765625 0.         0.         0.06445312 0.00976562
 0.         0.0625    ]","[-0.0234375  -0.06640625  0.09570312 -0.74414062 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125 -0.09375     0.01367188  0.01171875  0.08398438  0.00976562
  0.          0.08007812]"
7,"[-0.01367188 -0.02929688 -0.05273438 -0.01367188 -0.03125    -0.05664062
 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875  0.046875
 -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.03320312 0.02929688 0.02929688 0.03320312 0.
 0.0234375  0.015625   0.04882812 0.00585938 0.015625   0.06445312
 0.         0.         0.06445312 0.00976562 0.         0.08203125]","[-0.0234375  -0.0625      0.09570312 -0.01953125 -0.06054688  0.1015625
 -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562  0.08203125
  0.01367188  0.01171875  0.08398438  0.00976562  0.          0.06445312]"
8,"[-0.01367188 -0.03125    -0.05273438 -1.1171875  -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.07617188
  0.04882812]","[0.02734375 0.02148438 0.02734375 0.6875     0.02929688 0.03320312
 0.         0.0234375  0.01757812 0.04882812 0.00585938 0.015625
 0.0625     0.         0.         0.06445312 0.00976562 0.
 0.0625    ]","[-0.0234375  -0.06640625  0.09570312  0.18164062 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125  0.01367188  0.01171875  0.08398438  0.00976562  0.
  0.08007812]"
9,"[-0.01367188 -0.02929688 -0.05273438  0.06445312  0.09960938 -0.01367188
 -0.03125    -0.05664062 -0.01367188 -0.02929688 -0.05273438  0.03125
  0.09960938 -0.03515625 -0.07421875  0.046875   -0.44726562 -0.4296875
 -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.0703125   0.04882812
 -0.4140625 ]","[0.02734375 0.03320312 0.02734375 0.6875     0.75390625 0.02929688
 0.03320312 0.         0.0234375  0.01757812 0.04882812 0.65625
 0.71679688 0.00585938 0.015625   0.0625     0.79296875 0.6171875
 0.         0.         0.06445312 0.00976562 0.02539062 0.0625
 0.6484375 ]","[-0.0234375  -0.0625      0.09570312 -0.75195312 -0.73632812 -0.01953125
 -0.06054688  0.1015625  -0.02539062 -0.06835938  0.08789062 -0.78125
 -0.7734375   0.01171875  0.00976562  0.08203125 -0.46484375 -0.74609375
  0.01367188  0.01171875  0.08398438  0.00976562  0.0078125   0.08007812
 -0.671875  ]"
