frame,x,y,z
0,"[-0.01367188 -0.02929688 -0.05273438  0.03320312 -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.4296875  -0.03710938 -0.07617188  0.0390625  -0.03515625
 -0.07617188  0.04296875]","[0.02734375 0.03320312 0.02539062 0.67578125 0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.046875   0.00390625 0.015625
 0.06445312 0.22851562 0.         0.         0.07617188 0.00976562
 0.         0.08398438]","[-0.0234375  -0.0625      0.09765625 -0.81445312 -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125 -0.94140625  0.01367188  0.01171875  0.07421875  0.00976562
  0.          0.06445312]"
1,"[-0.01367188 -0.03125    -0.05273438  0.          0.06835938 -0.01367188
 -0.03125    -0.05664062  0.03320312 -0.01367188 -0.02929688 -0.05273438
 -0.03515625 -0.07421875  0.046875    0.36328125  0.2734375  -0.03710938
 -0.07617188  0.04296875 -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.02148438 0.02539062 0.69921875 0.76171875 0.02929688
 0.03515625 0.         0.78125    0.0234375  0.01757812 0.046875
 0.00585938 0.015625   0.06445312 0.93554688 0.921875   0.
 0.         0.06640625 0.00976562 0.         0.08398438]","[-0.0234375  -0.06640625  0.09765625 -0.796875   -0.78710938 -0.01953125
 -0.06054688  0.1015625  -0.71484375 -0.02539062 -0.06835938  0.08789062
  0.01171875  0.00976562  0.08203125 -0.33789062 -0.52734375  0.01367188
  0.01171875  0.08203125  0.00976562  0.          0.06445312]"
2,"[-0.01367188 -0.02929688 -0.05273438  0.03320312 -0.01367188 -0.03125
 -0.05273438 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875   -0.03710938 -0.07617188  0.04296875 -0.03515625 -0.0703125
  0.04296875]","[0.02734375 0.03320312 0.02539062 0.68164062 0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.046875   0.00585938 0.015625
 0.06445312 0.         0.         0.06640625 0.00976562 0.02539062
 0.08203125]","[-0.0234375  -0.0625      0.09765625 -0.81054688 -0.01953125 -0.06054688
  0.10546875 -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125  0.01367188  0.01171875  0.08203125  0.00976562  0.0078125
  0.06445312]"
3,"[-0.01367188 -0.03125    -0.05273438  0.         -0.01367188 -0.03125
 -0.05273438  0.         -0.01367188 -0.02929688 -0.05273438 -0.03515625
 -0.07421875  0.046875   -0.46289062 -0.03710938 -0.07617188  0.04296875
 -0.03515625 -0.07421875  0.04296875]","[0.02734375 0.02148438 0.02539062 0.6796875  0.02929688 0.03515625
 0.         0.76953125 0.0234375  0.01757812 0.04882812 0.00585938
 0.015625   0.06445312 0.4609375  0.         0.         0.06445312
 0.00976562 0.01757812 0.08203125]","[-0.0234375  -0.06640625  0.09765625 -0.8125     -0.01953125 -0.06054688
  0.10546875 -0.72851562 -0.02539062 -0.06835938  0.08789062  0.01171875
  0.00976562  0.08203125 -0.83398438  0.01367188  0.01171875  0.08398438
  0.00976562  0.00390625  0.06640625]"
4,"[-0.01367188 -0.02929688 -0.05273438  0.          0.03515625 -0.01367188
 -0.03125    -0.05273438  0.         -0.01367188 -0.02929688 -0.05273438
 -0.03515625 -0.07421875  0.046875    0.24023438 -0.03710938 -0.07617188
  0.0390625  -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.03320312 0.02539062 0.68554688 0.72851562 0.02929688
 0.03515625 0.         0.7578125  0.0234375  0.01757812 0.04882812
 0.00585938 0.015625   0.06445312 0.90820312 0.         0.
 0.07617188 0.00976562 0.         0.08398438]","[-0.0234375  -0.0625      0.09765625 -0.80664062 -0.8203125  -0.01953125
 -0.06054688  0.10546875 -0.74023438 -0.02539062 -0.06835938  0.08789062
  0.01171875  0.00976562  0.08203125 -0.56640625  0.01367188  0.01171875
  0.07421875  0.00976562  0.          0.06445312]"
5,"[-0.01367188 -0.02929688 -0.05273438  0.03320312  0.03515625 -0.01367188
 -0.03125    -0.05664062  0.         -0.01367188 -0.02929688 -0.05273438
  0.03320312 -0.03515625 -0.07421875  0.046875   -0.58203125 -0.03710938
 -0.07617188  0.04296875 -0.4296875  -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.03320312 0.02539062 0.66796875 0.73632812 0.02929688
 0.03515625 0.         0.76171875 0.0234375  0.01757812 0.046875
 0.546875   0.00585938 0.015625   0.06445312 0.74804688 0.
 0.         0.06445312 0.421875   0.00976562 0.         0.08203125]","[-0.0234375  -0.0625      0.09765625 -0.82226562 -0.8125     -0.01953125
 -0.06054688  0.1015625  -0.73632812 -0.02539062 -0.06835938  0.08789062
 -0.90625     0.01171875  0.00976562  0.08203125 -0.55273438  0.01367188
  0.01171875  0.08203125 -0.87109375  0.00976562  0.          0.06445312]"
6,"[-0.01367188 -0.03125    -0.05273438  0.          0.03515625 -0.01367188
 -0.03125    -0.05664062  0.         -0.01367188 -0.02929688 -0.05273438
 -0.03515625 -0.07421875  0.046875   -0.46289062  0.24023438 -0.03710938
 -0.07617188  0.0390625   0.33007812 -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.02148438 0.02539062 0.69921875 0.75195312 0.02929688
 0.03515625 0.         0.7578125  0.0234375  0.01757812 0.046875
 0.00585938 0.015625   0.06445312 0.3515625  0.89257812 0.
 0.         0.07617188 0.96484375 0.00976562 0.         0.08398438]","[-0.0234375  -0.06640625  0.09765625 -0.79492188 -0.796875   -0.01953125
 -0.06054688  0.1015625  -0.74023438 -0.02539062 -0.06835938  0.08789062
  0.01171875  0.00976562  0.08203125 -0.88476562 -0.59179688  0.01367188
  0.01171875  0.07421875 -0.28320312  0.00976562  0.          0.06445312]"
7,"[-0.01367188 -0.03125    -0.05273438  0.03125     0.03320312  0.06835938
 -0.01367188 -0.03125    -0.05664062  0.         -0.01367188 -0.02929688
 -0.05273438  0.         -0.03515625 -0.07421875  0.046875   -0.3828125
 -0.4296875  -0.54882812 -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04296875 -0.39648438]","[0.02734375 0.02148438 0.02539062 0.5859375  0.66601562 0.70117188
 0.02929688 0.03515625 0.         0.7578125  0.0234375  0.01757812
 0.046875   0.60742188 0.00585938 0.015625   0.06445312 0.6484375
 0.         0.74023438 0.         0.         0.06445312 0.00976562
 0.         0.08398438 0.        ]","[-0.0234375  -0.06640625  0.09765625 -0.8359375  -0.82421875 -0.84179688
 -0.01953125 -0.06054688  0.1015625  -0.74023438 -0.02539062 -0.06835938
  0.08789062 -0.86914062  0.01171875  0.00976562  0.08203125 -0.69140625
 -0.9765625  -0.59570312  0.01367188  0.01171875  0.08398438  0.00976562
  0.          0.06445312  1.02148438]"
8,"[-0.01367188 -0.03125    -0.05273438  0.         -0.01367188 -0.03125
 -0.05664062 -0.01367188 -0.02929688 -0.05273438 -0.03515625 -0.07421875
  0.046875    0.36328125 -0.03710938 -0.07617188  0.04296875 -0.03515625
 -0.07617188  0.04296875]","[0.02734375 0.02148438 0.02539062 0.69726562 0.02929688 0.03515625
 0.         0.0234375  0.01757812 0.046875   0.00585938 0.015625
 0.06445312 0.90625    0.         0.         0.06445312 0.00976562
 0.         0.08398438]","[-0.0234375  -0.06640625  0.09765625 -0.796875   -0.01953125 -0.06054688
  0.1015625  -0.02539062 -0.06835938  0.08789062  0.01171875  0.00976562
  0.08203125 -0.41210938  0.01367188  0.01171875  0.08203125  0.00976562
  0.          0.06445312]"
9,"[-0.01367188 -0.03125    -0.05273438  0.         -0.01367188 -0.03125
 -0.05273438  0.         -0.01367188 -0.02929688 -0.05273438 -0.03515625
 -0.07421875  0.046875   -0.39648438 -0.03710938 -0.07617188  0.04296875
 -0.03515625 -0.07617188  0.04296875]","[0.02734375 0.02148438 0.02539062 0.69140625 0.02929688 0.03515625
 0.         0.75390625 0.0234375  0.01757812 0.046875   0.00585938
 0.015625   0.06445312 0.         0.         0.         0.06445312
 0.00976562 0.         0.08203125]","[-0.0234375  -0.06640625  0.09765625 -0.80273438 -0.01953125 -0.06054688
  0.10546875 -0.74414062 -0.02539062 -0.06835938  0.08789062  0.01171875
  0.00976562  0.08203125  1.02734375  0.01367188  0.01171875  0.08203125
  0.00976562  0.          0.06445312]"
