frame,x,y,z
0,[ 0.671875    0.69726562  0.71289062  0.73828125 -0.8828125 ],[1.01953125 1.0625     1.02539062 1.04296875 1.77734375],[0.33203125 0.328125   0.20898438 0.29882812 0.35742188]
1,[0.71289062 0.71289062 0.69726562],[0.98828125 1.02539062 1.0859375 ],[0.34570312 0.20703125 0.24414062]
2,[0.71289062 0.69726562 0.75195312 0.73828125],[1.00585938 1.04296875 0.99023438 1.05664062],[0.28710938 0.38671875 0.23828125 0.24609375]
3,[0.671875   0.671875   0.73828125],[0.99609375 1.05859375 1.06445312],[0.39648438 0.16796875 0.20703125]
4,[0.671875   0.73828125 0.75195312 0.69726562],[0.99609375 0.99414062 1.00585938 1.09960938],[0.39648438 0.43554688 0.1640625  0.1640625 ]
5,[0.71289062 0.73828125 0.71289062 0.73828125],[0.9765625  1.01171875 1.02929688 1.0703125 ],[0.375      0.390625   0.19140625 0.17773438]
6,[0.71289062 0.73828125 0.71289062 0.73828125],[0.97265625 1.015625   1.02734375 1.06640625],[0.38671875 0.3828125  0.19921875 0.19921875]
7,[0.71289062 0.65625    0.71289062 0.73828125],[0.99609375 1.08203125 1.02539062 1.04882812],[0.32226562 0.34570312 0.20898438 0.27539062]
8,[0.671875   0.73828125 0.71289062 0.73828125],[1.         1.0078125  1.015625   1.06835938],[0.38476562 0.40039062 0.25390625 0.1953125 ]
9,[0.75195312 0.75195312 0.73828125],[0.96875    1.         1.06445312],[0.31640625 0.19335938 0.21679688]
10,[0.671875   0.69726562 0.75195312 0.77929688],[0.99609375 1.04882812 1.         1.03515625],[0.39648438 0.3671875  0.19140625 0.20898438]
11,[0.71289062],[0.95898438],[0.41992188]
12,[0.71289062 0.73828125 0.71289062 0.69726562],[0.9921875  1.02539062 1.02539062 1.09179688],[0.33007812 0.35546875 0.20898438 0.2109375 ]
13,"[0.72460938 0.71289062 0.69726562 0.68554688 0.75195312 0.73828125
 0.71289062 0.69726562 0.75195312 0.73828125 0.72460938 0.75195312
 0.73828125 0.765625  ]","[0.953125   1.00585938 1.07226562 0.953125   0.94921875 1.015625
 0.9453125  0.9765625  1.01367188 1.08007812 0.9609375  0.99804688
 1.06445312 1.10351562]","[0.22851562 0.28710938 0.29296875 0.328125   0.3671875  0.38085938
 0.44921875 0.53125    0.10742188 0.109375   0.19726562 0.20703125
 0.21484375 0.21875   ]"
14,"[ 0.71289062 -0.8828125   0.68554688  0.75195312  0.69726562 -0.75585938
 -0.90234375  0.71289062  0.75195312  0.77929688 -0.81835938  0.72460938
  0.75195312  0.77929688 -0.73828125 -0.81835938 -0.83789062]","[0.99023438 1.77539062 0.92773438 0.94921875 1.05078125 1.73242188
 1.72070312 0.93359375 1.01171875 1.0546875  1.80273438 0.96484375
 0.99804688 1.03710938 1.75585938 1.79492188 1.84375   ]","[0.3359375  0.36914062 0.39453125 0.3671875  0.3671875  0.69921875
 0.69140625 0.47460938 0.12304688 0.0625     0.37890625 0.1796875
 0.19921875 0.1953125  0.49609375 0.4140625  0.39648438]"
15,"[ 0.76171875  0.71289062  0.73828125 -0.8828125  -0.90234375  0.68554688
  0.75195312  0.73828125 -0.81835938 -0.90234375  0.71289062  0.69726562
  0.72460938  0.75195312  0.77929688 -0.8828125  -0.83789062  0.72460938
  0.75195312  0.77929688  0.765625   -0.86132812 -0.75585938 -0.7734375 ]","[0.91601562 1.0078125  1.04101562 1.72851562 1.79296875 0.95117188
 0.95117188 1.01171875 1.77539062 1.79101562 0.93359375 1.01757812
 0.97070312 1.00976562 1.04882812 1.8046875  1.8828125  0.9609375
 0.99414062 1.03320312 1.09765625 1.74414062 1.84570312 1.88867188]","[0.25585938 0.28515625 0.31054688 0.546875   0.47265625 0.33203125
 0.36132812 0.39453125 0.49414062 0.48046875 0.47070312 0.44726562
 0.14453125 0.13671875 0.12890625 0.17382812 0.08789062 0.19140625
 0.22070312 0.21679688 0.24414062 0.30078125 0.29296875 0.3046875 ]"
16,"[ 0.6953125   0.72460938  0.75195312  0.73828125  0.72265625 -0.81835938
 -0.83789062  0.68554688  0.75195312  0.77929688 -0.81835938 -0.90234375
  0.6484375   0.71289062  0.73828125  0.76171875  0.75195312  0.77929688
 -0.81835938 -0.83789062  0.73242188  0.72460938  0.75195312  0.77929688
  0.765625   -0.81835938 -0.83789062]","[0.90625    0.94335938 0.97265625 1.04296875 1.11914062 1.77734375
 1.83398438 0.93359375 0.9453125  0.984375   1.75976562 1.7734375
 0.90039062 0.94140625 0.96484375 0.9453125  1.0078125  1.046875
 1.828125   1.87109375 0.90234375 0.9609375  0.99414062 1.03125
 1.10742188 1.81054688 1.85742188]","[0.26171875 0.26757812 0.30273438 0.30273438 0.27148438 0.484375
 0.43164062 0.38085938 0.37890625 0.3828125  0.54296875 0.54492188
 0.50585938 0.45507812 0.49609375 0.10351562 0.140625   0.14648438
 0.22070312 0.22265625 0.1484375  0.19726562 0.22265625 0.22851562
 0.19140625 0.3359375  0.3203125 ]"
17,"[ 0.77539062  0.6953125   0.72460938  0.75195312  0.77929688  0.765625
 -0.86132812 -0.81835938 -0.83789062  0.68554688  0.71289062  0.73828125
 -0.8828125   0.71289062  0.6953125   0.72460938  0.75195312  0.77929688
 -0.80078125 -0.81835938 -0.7734375   0.7734375   0.7421875   0.6953125
  0.72460938  0.75195312  0.77929688 -0.86132812 -0.81835938 -0.7734375
 -0.84179688]","[0.69921875 0.91210938 0.93554688 0.96484375 1.00195312 1.1015625
 1.70117188 1.77734375 1.82617188 0.94921875 0.9609375  1.00195312
 1.74609375 0.92382812 0.93945312 0.97070312 1.00390625 1.04101562
 1.78710938 1.83007812 1.90625    0.66796875 0.75585938 0.9296875
 0.95703125 0.98828125 1.02734375 1.734375   1.81054688 1.88671875
 0.6640625 ]","[0.26953125 0.2421875  0.29492188 0.32421875 0.33398438 0.22460938
 0.4921875  0.484375   0.46484375 0.33789062 0.41601562 0.41796875
 0.484375   0.4921875  0.09179688 0.14648438 0.16992188 0.17382812
 0.20898438 0.21484375 0.16210938 0.140625   0.20703125 0.1640625
 0.21679688 0.24414062 0.25       0.359375   0.34179688 0.31054688
 0.11132812]"
18,"[ 0.7421875   0.77539062  0.66015625  0.72460938  0.75195312  0.77929688
 -0.80078125 -0.81835938 -0.7734375   0.6953125   0.72460938  0.75195312
  0.77929688 -0.73828125 -0.75585938 -0.83789062  0.67773438  0.80664062
  0.77539062  0.80859375  0.6953125   0.72460938  0.79101562  0.77929688
 -0.80078125 -0.81835938 -0.83789062 -0.9140625 ]","[0.6328125  0.68164062 0.94140625 0.9296875  0.95507812 0.99414062
 1.7265625  1.765625   1.84179688 0.93945312 0.96679688 1.
 1.0390625  1.80859375 1.84960938 1.86523438 0.69921875 0.59765625
 0.703125   0.66601562 0.93359375 0.95117188 0.953125   1.01953125
 1.75976562 1.796875   1.84179688 0.59765625]","[0.33789062 0.3125     0.23242188 0.3125     0.3515625  0.35546875
 0.50390625 0.52148438 0.515625   0.07617188 0.16210938 0.19335938
 0.19335938 0.2421875  0.26953125 0.27148438 0.14648438 0.24023438
 0.2578125  0.41015625 0.13867188 0.23828125 0.26367188 0.27539062
 0.37304688 0.40234375 0.3984375  0.27148438]"
19,"[ 0.7421875   0.6953125   0.72460938  0.75195312  0.77929688 -0.80078125
 -0.81835938 -0.83789062  0.68554688  0.75195312 -0.80078125 -0.81835938
  0.76171875  0.75195312 -0.86132812 -0.81835938  0.7421875   0.73242188
  0.76171875  0.79101562  0.8203125  -0.73828125 -0.75585938 -0.83789062
  0.765625    0.80664062  0.76953125  0.7734375   0.77539062  0.73242188
  0.76171875  0.75195312  0.77929688 -0.80078125 -0.81835938 -0.7734375 ]","[0.63671875 0.91992188 0.92382812 0.9375     0.94140625 1.7265625
 1.7578125  1.79296875 0.91796875 0.91210938 1.49023438 1.578125
 0.94726562 1.00585938 1.765625   1.83007812 0.69726562 0.9140625
 0.93554688 0.95898438 0.97851562 1.80859375 1.84375    1.85351562
 0.3359375  0.34179688 0.59960938 0.640625   0.69726562 0.90625
 0.91992188 0.96679688 0.98242188 1.76171875 1.79492188 1.85742188]","[0.33007812 0.2109375  0.328125   0.3984375  0.47851562 0.50390625
 0.55078125 0.58398438 0.41796875 0.453125   1.0078125  0.94921875
 0.08398438 0.16210938 0.13476562 0.20507812 0.1640625  0.0546875
 0.16796875 0.23828125 0.30664062 0.25390625 0.29882812 0.34570312
 0.11914062 0.15625    0.13867188 0.23242188 0.27539062 0.11914062
 0.2421875  0.32226562 0.38671875 0.36523438 0.41210938 0.453125  ]"
20,"[ 0.70898438  0.77539062  0.6953125   0.72460938  0.75195312 -0.80078125
 -0.81835938 -0.90234375  0.72460938  0.71289062 -0.86132812 -0.81835938
  0.6953125   0.76171875  0.79101562 -0.73828125 -0.75585938  0.73242188
  0.76171875  0.79101562 -0.73828125 -0.75585938  0.73828125  0.80664062
  0.79101562  0.92382812  0.7421875  -0.94335938  0.73242188  0.76171875
  0.75195312 -0.80078125 -0.81835938 -0.96679688 -0.94335938 -0.93554688
  0.80859375]","[0.61132812 0.70703125 0.90625    0.91992188 0.90625    1.68359375
 1.72265625 1.71875    0.88476562 0.90039062 1.61914062 1.703125
 0.94335938 0.94335938 0.96679688 1.81640625 1.85546875 0.90820312
 0.93164062 0.94335938 1.79101562 1.83203125 0.3984375  0.36328125
 0.50195312 0.33984375 0.625      0.47851562 0.8984375  0.91601562
 0.94335938 1.7265625  1.76757812 0.22265625 0.42382812 0.390625
 0.71289062]","[0.43359375 0.25       0.26171875 0.34179688 0.46289062 0.63476562
 0.65039062 0.6953125  0.42382812 0.53125    0.71875    0.703125
 0.01757812 0.12304688 0.20703125 0.18164062 0.22265625 0.109375
 0.18945312 0.29492188 0.35546875 0.37304688 0.0859375  0.1015625
 0.04296875 0.0390625  0.35351562 0.20898438 0.17578125 0.25976562
 0.38476562 0.50585938 0.515625   0.28125    0.3046875  0.19335938
 0.01367188]"
