frame,x,y,z
0,[-0.46679688],[0.21875],[0.0078125]
1,[-0.45117188],[0.24414062],[0.05664062]
2,[0.6015625  0.72070312],[1.82617188 1.78125   ],[0.04296875 0.        ]
3,[-0.45117188],[0.25],[0.01367188]
4,[-0.45117188 -0.50976562  0.54101562 -0.43554688 -0.50976562  0.66015625],[0.24609375 0.23046875 1.8359375  0.27539062 0.23632812 1.79296875],[ 0.04101562  0.05859375  0.18554688 -0.03125    -0.01757812 -0.20703125]
5,[-0.43554688 -0.50976562 -0.43554688],[0.27734375 0.22070312 0.27734375],[ 0.015625    0.08984375 -0.0078125 ]
6,[-0.41015625 -0.45117188 -0.50976562 -0.39648438 -0.43554688 -0.4921875 ],[0.2265625  0.24609375 0.21875    0.24023438 0.27539062 0.27148438],[-0.01367188  0.04296875  0.09179688 -0.07226562 -0.02148438 -0.015625  ]
7,[-0.41015625 -0.45117188 -0.4921875  -0.43554688 -0.4921875 ],[0.2265625  0.24609375 0.265625   0.27539062 0.27148438],[-0.0078125   0.04492188  0.06054688 -0.03515625 -0.00585938]
8,[-0.39648438 -0.45117188 -0.4921875  -0.43554688 -0.4921875 ],[0.25195312 0.24609375 0.25976562 0.2734375  0.26953125],[-0.0078125   0.03515625  0.08398438 -0.0390625  -0.03320312]
9,[-0.45117188],[0.25],[0.01171875]
10,[-0.39648438 -0.43554688 -0.47460938 -0.41015625 -0.43554688 -0.4921875 ],[0.25195312 0.27734375 0.29492188 0.21679688 0.27539062 0.27148438],[-0.01757812  0.01367188  0.06640625 -0.06640625 -0.03320312 -0.00976562]
11,[-0.46679688],[0.21875],[0.0078125]
12,[0.66015625],[1.80078125],[-0.11132812]
13,[ 0.54101562 -0.20898438  0.5859375   0.66015625],[1.78125    0.55664062 1.78125    1.80273438],[0.48046875 0.13085938 0.00390625 0.08203125]
14,"[-0.19140625  0.5859375   0.66015625 -0.22851562 -0.22851562 -0.2265625
  0.64453125  0.66015625]","[0.53125    1.77148438 1.80273438 0.51367188 0.54882812 0.61132812
 1.76171875 1.8046875 ]","[ 0.22851562  0.18359375  0.07617188  0.0078125   0.13476562  0.08203125
  0.01367188 -0.05078125]"
15,"[-0.47460938 -0.24804688 -0.24609375  0.52734375  0.6015625   0.6015625
 -0.26367188 -0.19140625 -0.24609375  0.64453125  0.66015625 -0.28125
 -0.47460938]","[0.19140625 0.5390625  0.57617188 1.78710938 1.81054688 1.82617188
 0.4921875  0.57617188 0.609375   1.76171875 1.8046875  0.48632812
 0.20703125]","[ 0.234375    0.14257812  0.19335938  0.20507812  0.24023438 -0.01953125
 -0.0625      0.06054688  0.         -0.01953125 -0.02148438  0.02148438
  0.21875   ]"
16,"[ 0.52734375  0.6015625  -0.22851562 -0.2265625   0.5859375   0.66015625
 -0.22851562 -0.20898438 -0.2265625   0.64453125  0.72070312 -0.45703125]","[1.796875   1.82421875 0.5546875  0.58789062 1.76757812 1.80078125
 0.51367188 0.5703125  0.60742188 1.75976562 1.78125    0.        ]","[ 0.08203125  0.05273438  0.10546875  0.18359375  0.22070312  0.10742188
 -0.03515625  0.04882812  0.10742188 -0.0390625  -0.05664062  0.53515625]"
17,"[ 0.5859375   0.6015625  -0.22851562 -0.2265625   0.64453125  0.6015625
  0.5859375   0.66015625 -0.19335938 -0.22851562 -0.2265625  -0.17578125
 -0.09375     0.64453125  0.66015625 -0.40429688]","[1.78125    1.82617188 0.55664062 0.56640625 1.74804688 1.80859375
 1.78125    1.80078125 0.52734375 0.56445312 0.60351562 0.66210938
 0.74414062 1.75976562 1.8046875  0.        ]","[ 0.05078125  0.0078125   0.1015625   0.2421875   0.20703125  0.24609375
 -0.04296875 -0.11328125 -0.04101562  0.0234375   0.125       0.15625
 -0.02148438 -0.04296875 -0.01953125  0.48242188]"
