frame,x,y,z
0,[-0.38085938 -0.43554688 -0.3671875 ],[0.26953125 0.2734375  0.2890625 ],[0.04492188 0.04492188 0.0390625 ]
1,[0.90039062],[1.69726562],[-0.0234375]
2,"[ 0.72070312 -0.45703125  0.76171875  0.84179688  0.86132812 -0.26367188
  0.12304688]","[1.7578125  0.30273438 1.71289062 1.7265625  1.76757812 0.49609375
 1.14257812]","[ 0.29101562 -0.12890625 -0.04101562 -0.06054688 -0.09179688 -0.02148438
 -1.59960938]"
3,[0.78125    0.76171875 0.78125   ],[1.73632812 1.71289062 1.75585938],[ 0.265625   -0.05859375  0.05078125]
4,[ 0.703125    0.84179688 -0.12304688  0.8203125   0.84179688  0.73828125],[1.72070312 1.71289062 0.640625   1.68359375 1.72851562 1.82421875],[ 0.2421875   0.2265625   0.06640625  0.078125   -0.01757812  0.0703125 ]
5,"[-0.12304688  0.703125    0.78125     0.73828125  0.78125    -0.26367188
 -0.10351562 -0.08789062  0.76171875  0.78125     0.86132812]","[0.62695312 1.72265625 1.7421875  1.82421875 1.75585938 0.4921875
 0.64453125 0.69726562 1.71289062 1.75585938 1.76953125]","[ 0.1484375   0.23828125  0.22265625  0.06054688 -0.03515625  0.07421875
  0.06445312  0.          0.03320312  0.046875    0.04492188]"
6,"[ 0.703125    0.84179688  0.80078125 -0.29882812 -0.26757812 -0.08203125
  0.76171875  0.78125     0.73828125  0.84179688 -0.26367188 -0.26757812
 -0.10351562 -0.08789062  0.02539062  0.8203125   0.84179688  0.86132812
 -0.09570312]","[1.734375   1.72460938 1.78710938 0.47070312 0.4375     0.64648438
 1.6953125  1.734375   1.80664062 1.7265625  0.4921875  0.45507812
 0.6484375  0.69726562 0.77929688 1.68554688 1.72851562 1.77148438
 0.59179688]","[ 0.1171875   0.10742188  0.20703125  0.078125    0.33007812  0.08203125
  0.24609375  0.27148438  0.2578125  -0.0703125   0.07421875  0.30664062
  0.0078125   0.0078125   0.16210938  0.02734375  0.02148438  0.0078125
  0.10546875]"
7,"[-0.109375    0.8203125   0.84179688  0.86132812 -0.29882812 -0.08203125
 -0.08789062  0.703125    0.84179688  0.80078125 -0.08203125  0.76171875
  0.84179688  0.86132812 -0.28125    -0.28515625 -0.0625     -0.08789062
  0.          0.76171875  0.84179688  0.86132812 -0.07617188]","[0.6953125  1.68164062 1.72460938 1.76757812 0.44921875 0.6484375
 0.6953125  1.72265625 1.71289062 1.78710938 0.65039062 1.71289062
 1.7265625  1.76757812 0.484375   0.25       0.65234375 0.69726562
 0.77734375 1.71289062 1.72851562 1.77148438 0.59570312]","[-0.0078125   0.1171875   0.1171875   0.09179688  0.15820312  0.06640625
  0.05859375  0.23242188  0.22851562  0.21289062 -0.01757812 -0.0546875
 -0.08007812 -0.09570312  0.046875    0.4765625   0.01757812 -0.01171875
  0.17773438 -0.00390625  0.00585938 -0.00585938 -0.10546875]"
8,"[-0.08203125 -0.109375    0.76171875  0.78125     0.86132812 -0.26367188
 -0.08203125 -0.109375    0.76171875  0.78125     0.80078125 -0.26367188
 -0.08203125 -0.08789062  0.8203125   0.84179688  0.86132812 -0.26367188
 -0.3046875  -0.08203125 -0.08789062  0.8203125   0.84179688  0.86132812]","[0.6484375  0.69335938 1.70703125 1.75       1.76953125 0.484375
 0.63476562 0.68164062 1.69726562 1.73632812 1.77734375 0.49609375
 0.65039062 0.6953125  1.68359375 1.7265625  1.76953125 0.49609375
 0.52734375 0.65039062 0.69726562 1.68554688 1.72851562 1.76953125]","[ 0.06640625  0.02734375  0.14453125  0.15429688  0.08007812  0.109375
  0.14453125  0.1328125   0.2421875   0.26757812  0.2734375  -0.02148438
  0.015625   -0.04882812 -0.0859375  -0.078125   -0.05273438  0.02148438
 -0.015625    0.04101562  0.00976562  0.00390625 -0.00195312  0.02148438]"
9,"[-0.08203125 -0.08789062  0.76171875  0.84179688  0.86132812 -0.24609375
 -0.26757812 -0.10351562 -0.109375    0.76171875  0.78125     0.80078125
  0.72070312 -0.22851562 -0.08203125 -0.08789062  0.8203125   0.84179688
  0.80078125 -0.22851562 -0.24804688 -0.08203125 -0.08789062  0.8203125
  0.90039062  0.86132812 -0.04492188]","[0.6484375  0.68945312 1.70703125 1.72265625 1.76953125 0.49609375
 0.51367188 0.63867188 0.68359375 1.70117188 1.73828125 1.78125
 1.77148438 0.51367188 0.65039062 0.69726562 1.68164062 1.72265625
 1.78515625 0.51367188 0.546875   0.65039062 0.69726562 1.68554688
 1.69726562 1.77148438 0.70117188]","[ 0.06640625  0.10351562  0.14648438  0.15039062  0.08007812  0.09960938
  0.19140625  0.1171875   0.12304688  0.20898438  0.25195312  0.24609375
  0.19726562 -0.03515625 -0.00976562 -0.02148438 -0.1171875  -0.14453125
 -0.23046875  0.01171875  0.1015625   0.02929688  0.04101562  0.
  0.01171875  0.0078125   0.00585938]"
