frame,x,y,z
0,[0.84960938],[1.03515625],[0.234375]
1,[0.84960938],[1.015625],[0.30859375]
2,[0.89257812 0.89257812],[0.953125   1.00390625],[0.37695312 0.20898438]
3,[ 0.89257812  0.8203125   0.89257812  0.92382812 -0.67773438],[0.94335938 1.00195312 1.         1.04882812 1.83203125],[0.40039062 0.21875    0.23242188 0.16210938 0.25390625]
4,[0.84960938],[0.9921875],[0.375]
5,"[0.77929688 0.93554688 0.8359375  0.84960938 0.89257812 0.90234375
 0.89257812 0.87890625]","[1.02734375 0.93945312 1.07421875 0.98046875 1.015625   0.921875
 0.99023438 1.06640625]","[0.24609375 0.30273438 0.35742188 0.40625    0.14648438 0.24414062
 0.26757812 0.2578125 ]"
6,"[-0.80078125  0.84960938 -0.73828125  0.8203125   0.89257812  0.92382812
 -0.66015625 -0.67773438]","[1.78320312 0.97851562 1.75585938 0.99414062 1.00585938 1.02539062
 1.78710938 1.83203125]","[0.23242188 0.41210938 0.50195312 0.24609375 0.20507812 0.27539062
 0.2578125  0.25585938]"
7,"[-0.72070312 -0.73828125  0.84960938  0.8359375  -0.73828125 -0.67773438
  0.86132812  0.89257812  0.92382812 -0.66015625 -0.67773438]","[1.73828125 1.765625   0.984375   1.01367188 1.75390625 1.84570312
 0.97265625 1.00390625 1.03710938 1.78320312 1.83007812]","[0.39453125 0.45898438 0.39648438 0.50195312 0.50390625 0.11914062
 0.18554688 0.20898438 0.22851562 0.27734375 0.2578125 ]"
8,"[-0.66015625 -0.67773438 -0.67773438 -0.66015625 -0.67773438  0.84960938
 -0.66015625 -0.61523438 -0.75585938]","[1.75       1.78515625 1.77929688 1.79296875 1.84375    1.03320312
 1.77539062 1.84960938 1.86132812]","[0.44140625 0.48242188 0.5        0.21484375 0.140625   0.2421875
 0.328125   0.28125    0.15625   ]"
9,"[ 0.84960938  0.92382812 -0.72070312 -0.73828125  0.8203125   0.89257812
  0.92382812 -0.73828125  0.84960938  0.87890625 -0.67773438  0.86132812
  0.89257812  0.92382812 -0.66015625 -0.67773438]","[1.015625   1.01953125 1.73828125 1.78710938 0.95898438 0.95898438
 1.00976562 1.75585938 1.05273438 1.0859375  1.84179688 0.96484375
 1.         1.04101562 1.78125    1.828125  ]","[0.31054688 0.29492188 0.390625   0.375      0.36132812 0.36328125
 0.32421875 0.49609375 0.12890625 0.16210938 0.171875   0.22070312
 0.23046875 0.20703125 0.29101562 0.27734375]"
