numObj,9
rangeIdx,[13 14 15 14 15 12 14 15 12]
range,"[0.609375 0.65625  0.703125 0.65625  0.703125 0.5625   0.65625  0.703125
 0.5625  ]"
dopplerIdx,[ 1  1  1  2  2 -1 -1 -1 -1]
doppler,"[ 0.12526054  0.12526054  0.12526054  0.25052108  0.25052108 -0.12526054
 -0.12526054 -0.12526054 -0.12526054]"
peakVal,[ 6 21 25  6  8  8 21 26  6]
x,"[0.         0.         0.         0.         0.         0.47460938
 0.         0.02148438 0.12304688]"
y,"[0.60351562 0.64257812 0.69140625 0.61328125 0.67773438 0.29882812
 0.65625    0.703125   0.38867188]"
z,"[0.08984375 0.13476562 0.13085938 0.23046875 0.18554688 0.04882812
 0.03515625 0.03125    0.38671875]"
