numObj,9
rangeIdx,[26 27  8  9 26 27 26 27 28]
range,"[1.21875  1.265625 0.375    0.421875 1.21875  1.265625 1.21875  1.265625
 1.3125  ]"
dopplerIdx,[ 0  0  1  1 -2 -2 -1 -1 -1]
doppler,"[ 0.          0.          0.12526054  0.12526054 -0.25052108 -0.25052108
 -0.12526054 -0.12526054 -0.12526054]"
peakVal,[21 21 17 19 19 19 45 43 22]
x,"[ 0.07617188  0.0390625  -0.046875   -0.06640625  0.11523438  0.08007812
  0.11523438  0.08007812  0.        ]"
y,"[1.18359375 1.21875    0.33984375 0.37890625 1.203125   1.24609375
 1.19726562 1.23242188 1.26171875]"
z,"[0.28125    0.33789062 0.1484375  0.17382812 0.1640625  0.2109375
 0.203125   0.27539062 0.36523438]"
